,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,color
Wdr65,33.0927325001894,-0.010722190179104,0.342913248483899,-0.0312679379595548,0.975055859701056,0.0999024929120249,#BEBEBEB2
Aldh4a1,282.651407078799,0.118785495090288,0.120411789925634,0.986493890371112,0.323890811871111,0.0885232561344677,#BEBEBEB2
Mrto4,356.768513304987,0.04978055109063,0.0978764596808017,0.508605963609393,0.611028447988032,0.0954502422029168,#BEBEBEB2
Akr7a5,413.264156233443,0.0987361452869229,0.104184658172067,0.947703308906138,0.343280515963133,0.0893439757184846,#BEBEBEB2
Pqlc2,327.953220837178,-0.0751912502331131,0.112295089740119,-0.669586269596704,0.503121569230792,0.0937356409796661,#BEBEBEB2
Capzb,4803.24868420405,0.00851529223001952,0.0429698638348554,0.198168936786629,0.842912890353953,0.09824511719106,#BEBEBEB2
Cda,758.542198631659,-0.0308396399114596,0.089915389553301,-0.342985111499496,0.731609660850332,0.0970253279697142,#BEBEBEB2
Pink1,9165.52696824203,0.118697346149457,0.0558338587329258,2.12590261255685,0.0335113693203691,0.0512347619716231,#BEBEBEB2
Ddost,1774.97466748879,-0.00670042569670875,0.0554051553273511,-0.120935058427696,0.903742473341826,0.0994036612756948,#BEBEBEB2
Kif17,99.8548583521047,-0.00528957744755705,0.171112467404215,-0.030912869925846,0.975339026112425,0.0999024929120249,#BEBEBEB2
Hp1bp3,3730.10868935429,-0.0330843940466258,0.0345695706214746,-0.957038038131539,0.338548056066518,0.0892200015998419,#BEBEBEB2
Eif4g3,5445.12974806489,-0.0200783822226351,0.0452054559936643,-0.444158382683921,0.656928078780447,0.0960694310605267,#BEBEBEB2
Hspg2,7157.06619347729,-0.147461837353034,0.125578662045711,-1.17425870725838,0.240291417483208,0.0852315699876796,#BEBEBEB2
Alpl,352.895504732309,0.146341867550859,0.380242120252656,0.384864957763281,0.700337469499926,0.0965137225139865,#BEBEBEB2
Ptpn12,806.827867375352,-0.00268321572101662,0.0681288286659574,-0.0393844393563949,0.968583885878995,0.0998544443126033,#BEBEBEB2
Zcchc17,905.430189197615,-0.00877279622557285,0.0786447566956168,-0.11154966451898,0.911180484716272,0.0994097167573163,#BEBEBEB2
Fabp3,834.989870552936,0.0831296070648972,0.0948765434012347,0.876187138409339,0.380928307345087,0.0906276318085358,#BEBEBEB2
Tinagl1,213.504788776143,0.0167052143667687,0.167261636301148,0.0998747515341269,0.920443761463583,0.0994724126897204,#BEBEBEB2
Hcrtr1,60.2325494578072,0.0824289240527104,0.239049453728168,0.34481954577668,0.730230037874306,0.0970217045404058,#BEBEBEB2
Pef1,1674.04100835426,-0.035693579368845,0.0699670133079519,-0.510148678374247,0.609947304090361,0.0954408435748372,#BEBEBEB2
Sema3c,406.944664443631,-0.0813886049359238,0.111969937054431,-0.726879080912216,0.467300033088679,0.0931286241050734,#BEBEBEB2
Bai2,243.436045960416,-0.00850825178448033,0.128482481234447,-0.0662211042527658,0.94720179488758,0.0996519836418804,#BEBEBEB2
Hpca,1375.28586818053,-0.125931000173728,0.0697150528609922,-1.80636742002946,0.0708609670983417,0.0664622972016246,#BEBEBEB2
Tmem54,58.8147970604312,-0.157459671572084,0.246214862532298,-0.639521391814553,0.522483801954262,0.0942391765883254,#BEBEBEB2
Ptp4a2,3104.70103524657,0.0442643172355895,0.0501543235814927,0.882562341084454,0.377472783104125,0.0905141288454397,#BEBEBEB2
Adc,1923.14565156718,0.133674095816876,0.0903276939655565,1.47987942510575,0.138905427433169,0.0764498709124,#BEBEBEB2
Khdrbs1,2223.07419121906,-0.0159356490858722,0.041900110317832,-0.380324752488546,0.703704363737896,0.0966734484277693,#BEBEBEB2
Ak2,398.944059191655,-0.0809854037897805,0.113706659914786,-0.712230962113149,0.47632176694442,0.0933088513847378,#BEBEBEB2
Rnf19b,1371.67951784465,0.004888909487168,0.0640106708365166,0.0763764763480496,0.939119584085279,0.0995526781968501,#BEBEBEB2
A3galt2,651.981648469463,0.0625938990848707,0.10798487362556,0.579654325492999,0.562147750183906,0.0949547125892948,#BEBEBEB2
Ccdc28b,202.007558633574,0.0267576683729317,0.130870113867993,0.204459731730057,0.83799425669912,0.0981364862382501,#BEBEBEB2
Phc2,2510.39542613588,0.0474965975422946,0.0448176045454522,1.05977546154046,0.289246762846214,0.0876061751560309,#BEBEBEB2
Tmem234,1502.26947456693,-0.0144237003479677,0.0537247422049449,-0.268474072764189,0.788334429475078,0.097703974274148,#BEBEBEB2
Eif3i,1453.0024660155,0.0305040040238595,0.058538204519624,0.521095654951861,0.602300137653413,0.0953580736267088,#BEBEBEB2
Zfp362,564.910994833699,-0.0901753567115846,0.0813710780254333,-1.10819911570299,0.267775832658144,0.0867404379752586,#BEBEBEB2
Hdac1,726.647322363013,0.0853459657043993,0.0649505596393459,1.31401432379188,0.188841383991996,0.0813764468727866,#BEBEBEB2
Stpg1,63.2393502771008,-0.251490016459344,0.249098740171112,-1.00959971249389,0.31268710743273,0.0883721273378979,#BEBEBEB2
Nipal3,10254.4105890752,-0.0518159308014127,0.0568194246241345,-0.911940434880846,0.361800074447992,0.0903034939794127,#BEBEBEB2
Csmd2,731.216797889601,-0.00417592113684593,0.0980943895866749,-0.0425704380693061,0.966043961121933,0.0998544443126033,#BEBEBEB2
Zbtb8a,93.5685135205914,0.452126074374083,0.205015423524732,2.20532712417873,0.0274311478048845,0.0478727552139764,#FF0000B2
Srrm1,2102.83725897741,-0.029467146428255,0.0759915237490658,-0.387768858610592,0.698187093039791,0.0964514917610521,#BEBEBEB2
Yars,2324.66173089458,0.0116717359288101,0.0585718775208306,0.199272012830033,0.842049970649571,0.09824511719106,#BEBEBEB2
CK137956,27.3209308284049,-0.412369867588183,0.338268852932952,-1.21905952621041,0.222821600197711,0.0840557917026871,#BEBEBEB2
Sfpq,2631.99685954546,0.153060178954669,0.0739860492089197,2.0687708100545,0.0385675988167944,0.0540111549222206,#BEBEBEB2
Syf2,789.87177652147,0.0775628760279335,0.0819654230967144,0.946287752780997,0.344001838313448,0.0893804771312501,#BEBEBEB2
Tmem50a,3484.6451718721,-0.0569073930890219,0.0479918672147373,-1.18577159822502,0.235712510610777,0.0850856861339717,#BEBEBEB2
Tmem57,1197.5646840186,-0.000915925290642445,0.0637936870532111,-0.0143576164500174,0.988544673074999,0.0999432745036752,#BEBEBEB2
AU040320,1673.08932016291,-0.0735529959114262,0.0591935949049659,-1.24258369557575,0.214021281143704,0.0835251503123537,#BEBEBEB2
Stmn1,5910.30651522829,-0.158146681388525,0.0609377631259319,-2.59521638596588,0.00945313840078676,0.0323283764208724,#00FF00B2
Ncdn,15137.8356491348,-0.0272330771330559,0.0595315825944939,-0.457455957765428,0.647343351546439,0.0959540625060356,#BEBEBEB2
Psmb2,1634.64474707608,0.0699760832029337,0.0638759293939501,1.09550003995028,0.273297628025539,0.0871828586823084,#BEBEBEB2
Extl1,209.856116384196,0.0334590887439797,0.160656141330078,0.208265233230244,0.83502187629254,0.0981364862382501,#BEBEBEB2
Ago3,1637.94237296639,0.0179464316633474,0.0807278216336878,0.222307889649018,0.824074210715296,0.0980507777816852,#BEBEBEB2
Sh3bgrl3,2651.99313019909,-0.056146317247128,0.0809920413655556,-0.693232523844076,0.488163640579162,0.0936148369771006,#BEBEBEB2
Trappc3,888.123313358592,0.0756265721675955,0.0923384435021491,0.819015020172344,0.41277784402958,0.0917791886281866,#BEBEBEB2
Gpn2,164.680820529055,-0.0480067564761784,0.139323768774257,-0.344569752157385,0.730417848942041,0.0970217045404058,#BEBEBEB2
Map7d1,6931.61753666197,0.0190765538972377,0.0696894144991118,0.27373675090183,0.784286932922464,0.097703974274148,#BEBEBEB2
Gpatch3,101.426198030677,-0.0388649276532621,0.180746812722017,-0.215024138284724,0.829748499075721,0.0981364862382501,#BEBEBEB2
Nudc,2243.60181102383,0.0742476763209652,0.0560110322365506,1.32559021600238,0.18497546876966,0.0810863025471419,#BEBEBEB2
Slc9a1,1793.74317653925,-0.0462681838066781,0.0746985337550216,-0.619398821915534,0.535653657051901,0.0944656512009531,#BEBEBEB2
Tmem222,780.481214760858,0.0419840729485362,0.0816168158131547,0.51440469136471,0.606969079958254,0.095374490430184,#BEBEBEB2
Csf3r,75.0035395166758,0.358415546998384,0.612048893627353,0.585599534171539,0.558144661492839,0.0948107145535733,#BEBEBEB2
Mrps15,605.539226203136,0.0507153556498354,0.0727146028652348,0.697457644702102,0.485516437248216,0.0936148369771006,#BEBEBEB2
Map3k6,205.730631326102,0.236631389604666,0.192944010108117,1.22642516589174,0.220038720526631,0.0840309100198647,#BEBEBEB2
Meaf6,629.282948434523,-0.0937294880056342,0.0818074928135562,-1.1457323135333,0.251905929197946,0.0858271214177045,#BEBEBEB2
Hgf,150.659413414964,-0.143795550845361,0.25245917556777,-0.569579420205149,0.568962989947601,0.0950837132040763,#BEBEBEB2
Cd164l2,68.4134613799845,0.0354372334667097,0.222251631679526,0.159446449049284,0.873317145917619,0.0985967056899464,#BEBEBEB2
Wasf2,1799.4473291466,0.0590332591544771,0.0657696426345663,0.897576097265446,0.369411586980396,0.0905141288454397,#BEBEBEB2
Gnl2,1101.29495327628,-0.0553188566124104,0.0734238862803667,-0.753417714790759,0.451198940927618,0.0929111043007823,#BEBEBEB2
Rspo1,170.354529880026,0.226250062299506,0.165899987492652,1.36377383578481,0.17263875736955,0.0798536334745275,#BEBEBEB2
Cdca8,29.2324574150712,-0.495490439682493,0.310605680537781,-1.59523946511411,0.110658696648257,0.0731880917100005,#BEBEBEB2
Epha10,203.064507400556,-0.334674950180327,0.154064520521864,-2.17230384417307,0.0298327522717327,0.0486225461974071,#00FF00B2
Fam76a,726.983186952774,0.0361881915177666,0.0674702155960221,0.536358024027127,0.591711136020781,0.0952328890673379,#BEBEBEB2
Stx12,3887.2051984814,0.0648783446015496,0.0391999424526576,1.65506224096896,0.0979118731714138,0.0716865221172157,#BEBEBEB2
Ppp1r8,528.783036111703,0.0539546113970531,0.0753619817552859,0.715939391990162,0.474028773557637,0.0932198968462133,#BEBEBEB2
Rpa2,179.053627447474,0.116052706331828,0.132920057117907,0.873101538234244,0.382607735547054,0.0906276318085358,#BEBEBEB2
Eya3,1875.02898977408,0.0288381389808782,0.0564440323577064,0.510915641145559,0.60941012832632,0.095416405086799,#BEBEBEB2
Yrdc,235.471405665568,0.133815061323742,0.128782873821521,1.03907497443484,0.298769868724045,0.0877161392431321,#BEBEBEB2
Mtf1,479.309481655998,-0.0587591154189716,0.0862809199151915,-0.681020965895217,0.495858224249606,0.0936320173743086,#BEBEBEB2
Sesn2,158.317058931154,0.149449603151002,0.157270054259671,0.950273743177089,0.341973176836659,0.089275353611817,#BEBEBEB2
Inpp5b,639.835759417181,-0.0800820725181947,0.0728612840674531,-1.0991032280471,0.271723042064597,0.0870601376999335,#BEBEBEB2
Rcc1,198.418232155808,0.127318670846705,0.129354553686203,0.984261220177555,0.324987091666254,0.0886392817843689,#BEBEBEB2
Trnau1ap,207.389881024268,-0.175735260427621,0.121692487321376,-1.44409292878963,0.14871283689996,0.0776103394592369,#BEBEBEB2
Taf12,276.475971755136,0.00144114784395895,0.109623330375401,0.0131463607155867,0.989511023884521,0.0999432745036752,#BEBEBEB2
Gmeb1,369.285917095128,0.017250978125298,0.0922287980420323,0.187045461846267,0.85162498849982,0.0983242275250712,#BEBEBEB2
Sf3a3,514.957604719322,0.0105734957111268,0.0926314741601875,0.114145821460663,0.909122199296449,0.0994097167573163,#BEBEBEB2
Epb4.1,1319.45666100747,-0.0327269090269876,0.0745103893523934,-0.439226117477486,0.660497702416048,0.0960705601957408,#BEBEBEB2
Utp11l,517.799006070302,-0.0280665263674318,0.0815408158480799,-0.344202177468068,0.730694244861954,0.0970217045404058,#BEBEBEB2
Ptpru,187.403439124522,-0.11933379855239,0.194696804934204,-0.612921196075704,0.539928447336437,0.0946795529278013,#BEBEBEB2
Mecr,482.080987932857,-0.0297772631754301,0.0849909550904038,-0.350358025083451,0.726070023575425,0.0969472350738904,#BEBEBEB2
Srsf4,220.261597966088,-0.0127206966073593,0.130929849060551,-0.0971565819301932,0.922602047463739,0.0994724126897204,#BEBEBEB2
Casp9,882.365311652529,0.0438145189469313,0.0784473563807937,0.558521293365832,0.576488468390063,0.095101537987771,#BEBEBEB2
Plekhm2,2246.91445669798,-0.0849205347427984,0.0797749281597571,-1.06450155082229,0.28710155223702,0.0874895382407173,#BEBEBEB2
Arhgef19,403.911911666878,-0.101534122229629,0.0874969507179228,-1.160430408106,0.245873612295202,0.0854549790362243,#BEBEBEB2
Fbxo42,1037.5150140288,-0.148184984778314,0.0609630956606519,-2.43073261245096,0.0150683301905258,0.0390267817487032,#00FF00B2
Necap2,542.915768711178,0.039198432173882,0.0991284076115561,0.395430867077828,0.692524932719343,0.0964047437258928,#BEBEBEB2
Cdk14,3577.94708950632,-0.16186608834199,0.0464277360641375,-3.48640924723058,0.000489551455522341,0.00885840260340743,#00FF00B2
Padi2,578.514181371088,-0.1140322782341,0.123387634564314,-0.924179141911195,0.355393053477916,0.0900455310058646,#BEBEBEB2
Kcnab2,26552.1191988772,-0.0477821402546992,0.0554747593852396,-0.861331185285191,0.389055664683051,0.0909584167521772,#BEBEBEB2
Psmc2,2864.84295353627,-0.0499464790792324,0.0439403752337493,-1.13668758661101,0.255668910453259,0.0860071217291809,#BEBEBEB2
Xrcc2,222.242229364205,0.0156763480660521,0.150500323746729,0.10416155710358,0.917041140961076,0.0994322223099104,#BEBEBEB2
Rpl22,2083.23498349714,0.0961045344591448,0.0658850256171412,1.45867036642908,0.144655856036849,0.0772897686258117,#BEBEBEB2
Acot7,8181.9506348148,0.00715782533198538,0.0615533202253735,0.11628658382322,0.907425418032797,0.0994097167573163,#BEBEBEB2
Espn,85.3970618294377,-0.252202129692637,0.193221682673419,-1.30524755919296,0.191808564438868,0.081471799897807,#BEBEBEB2
Prkag2,1914.92124794396,0.0155831960079727,0.0622693949310149,0.250254495410411,0.802390544374909,0.0978432380642038,#BEBEBEB2
Rheb,2527.83842923908,0.0173707574328982,0.0578831297836165,0.30010052147897,0.764100481443798,0.0975947983071838,#BEBEBEB2
Nol9,365.884816061623,-0.0570141368088669,0.101546049257528,-0.561460905921363,0.574483373927387,0.095101537987771,#BEBEBEB2
Smarcd3,382.469825254704,0.106103577916441,0.106446451386396,0.996778911222599,0.318871836775166,0.0884508797485953,#BEBEBEB2
Tas1r1,31.4522076371146,-0.0652863263652321,0.319361376715868,-0.204427745886493,0.838019249890486,0.0981364862382501,#BEBEBEB2
Zbtb48,154.972995299102,0.138501018001644,0.170006673181772,0.814679891144968,0.415255566743416,0.0918350027249276,#BEBEBEB2
Abcf2,2236.15801761273,-0.0163442856544486,0.0481118396597335,-0.339714418946398,0.734071602125235,0.0970816315327989,#BEBEBEB2
Nub1,1278.82989479689,-0.0135282816987186,0.0645575455436332,-0.209553841999384,0.834015908408654,0.0981364862382501,#BEBEBEB2
Vamp3,714.956351717194,0.111492225957316,0.0905510291781865,1.23126403939508,0.218224126868844,0.0839813029476803,#BEBEBEB2
Per3,453.952975538271,0.0510239826386917,0.116984124399668,0.436161597999159,0.662719487921833,0.0961296304398032,#BEBEBEB2
Tmub1,393.988267389897,0.0371201251409115,0.0927869074010344,0.400057790270718,0.689113952409128,0.0964047437258928,#BEBEBEB2
Fastk,1588.85275910156,-0.0370433085341397,0.0597150732838363,-0.620334305847141,0.535037713504381,0.0944656512009531,#BEBEBEB2
Ube4b,2691.92394062289,0.0247056629906639,0.0596215782523058,0.414374522024807,0.678599844872188,0.0963678528231009,#BEBEBEB2
Pgd,1466.91988567386,0.150653313749323,0.0610169825395434,2.46903906878203,0.0135476426432519,0.0377297528964626,#FF0000B2
Slc4a2,1903.83196242635,-0.0163840724858699,0.0538831411412872,-0.304066766317672,0.76107702543652,0.0975947983071838,#BEBEBEB2
Park7,2638.63483291981,0.0738986484366607,0.0497202328301964,1.48628926757117,0.137202624281338,0.0762421802612935,#BEBEBEB2
Errfi1,1025.38893157402,0.0479627719104746,0.088360290733636,0.542809122879183,0.587261231309394,0.0952236071226918,#BEBEBEB2
Cdk5,2133.64410053683,-0.0266887659550721,0.0525888871377458,-0.507498207466653,0.611805293810438,0.0954646350536939,#BEBEBEB2
Abcb1b,59.649845704814,0.308132104795624,0.283026929690062,1.0887024253595,0.276285131924397,0.0872062163162308,#BEBEBEB2
Abcb8,1013.7479761669,-0.0779350409121546,0.0710663206102794,-1.09665225725618,0.272793434257899,0.0871602585123759,#BEBEBEB2
Dffa,4617.73752945488,0.0900738187831432,0.04830936729535,1.86452077156086,0.0622486073784215,0.063330439272664,#BEBEBEB2
Pex14,366.147210010071,-0.0420810069821589,0.128575254154721,-0.327286982699802,0.743450837079053,0.0972671835286072,#BEBEBEB2
Slc2a5,25.9364075866295,-0.326373057179847,0.365052259413378,-0.894044753220577,0.371297946767808,0.0905141288454397,#BEBEBEB2
Casz1,1184.67412196109,-0.148948318163903,0.0681975482034517,-2.18407145253302,0.0289569980189214,0.0484140686176002,#00FF00B2
Nos3,47.9170358611259,0.25575663490669,0.273913746098558,0.933712303779982,0.350452316560947,0.0897576686450539,#BEBEBEB2
H6pd,353.124560043847,0.176567898946014,0.104213531727421,1.6942895612428,0.0902102731983193,0.0711232468685954,#BEBEBEB2
Slc25a33,498.976542765351,-0.0166272787091144,0.0993678076867924,-0.167330638525544,0.867109897924748,0.0985399156597049,#BEBEBEB2
Klhl7,1252.47853562803,-0.0616008804805976,0.0637211834605879,-0.966725304446021,0.333681373767513,0.0890551044642491,#BEBEBEB2
Ctnnbip1,791.813278975236,0.165087586325959,0.0671351189767112,2.45903468769045,0.0139311156812951,0.0378603229399456,#FF0000B2
Angptl7,192.4959690125,-0.510688744417945,0.481080700334744,-1.06154485944375,0.288442357522841,0.08759315336642,#BEBEBEB2
Lzic,304.686197802479,-0.0549684083711023,0.111747662997834,-0.491897610173448,0.622791727824436,0.0955556083145394,#BEBEBEB2
Mtor,2365.09407145258,-0.0301543126957481,0.069395784751082,-0.434526575409581,0.663906100815298,0.0962236409931531,#BEBEBEB2
Nmnat1,189.199997043725,-0.131768100854106,0.12534128719105,-1.0512745146239,0.293132528523844,0.0877055256820481,#BEBEBEB2
Fam126a,646.741852924916,0.0671552127536638,0.0942599524980643,0.712446919120216,0.476188070136383,0.0933088513847378,#BEBEBEB2
Tomm7,425.56697652248,0.252300401014371,0.294106650782528,0.857853436306444,0.390973398690676,0.0909816558115035,#BEBEBEB2
Rint1,453.403663778415,-0.0433823518763575,0.0897260857261282,-0.483497653166035,0.628742425709929,0.095666556418557,#BEBEBEB2
Fbxo44,1673.86612962189,-0.0413452828805703,0.0669357121290694,-0.617686457131373,0.536782040919515,0.0945265977621048,#BEBEBEB2
Mad2l2,161.767061141471,0.154287077432399,0.156311745615436,0.987047242194977,0.323619479486577,0.0885031337893543,#BEBEBEB2
Kmt2e,1481.89055837367,-0.0855355864782784,0.0662796620080263,-1.29052538722844,0.196868303103552,0.0819966153509715,#BEBEBEB2
Draxin,48.578216093294,-0.161763259224736,0.286319616148396,-0.564974420547198,0.572091162832754,0.095101537987771,#BEBEBEB2
Agtrap,1079.30650969542,0.117100047180702,0.0649293558584591,1.80349928984312,0.07130983687087,0.0664622972016246,#BEBEBEB2
Mthfr,1218.32644343144,-0.0363976807589822,0.0832305046256499,-0.437311787579444,0.661885247869459,0.0960958903517732,#BEBEBEB2
Orc5,583.778916215939,-0.0053311675546934,0.082607123405127,-0.0645364144753953,0.94854311297387,0.0996796574282252,#BEBEBEB2
Dnajc2,727.510169122571,-0.0335261126330581,0.0832181007458302,-0.402870437231626,0.687043540303151,0.0964047437258928,#BEBEBEB2
Clcn6,2863.90392016069,-0.00833014451675408,0.0522751963697211,-0.159351759443205,0.873391743555853,0.0985967056899464,#BEBEBEB2
Pmpcb,783.876757548349,0.051195170329668,0.0754768695770808,0.678289529183306,0.497588136337895,0.0936320173743086,#BEBEBEB2
Nppb,56.2262142129617,-0.583642871311634,0.376549884138007,-1.5499749061076,0.121147539107154,0.0743182961042389,#BEBEBEB2
Mfn2,5336.0728921924,-0.0236293898100835,0.0526979788879921,-0.44839271464864,0.653869798706636,0.0960313453815054,#BEBEBEB2
Miip,181.820507425759,-0.154432805574233,0.178120297766369,-0.867014077063774,0.385934296713459,0.0907539195841239,#BEBEBEB2
Dffb,66.0872051542881,-0.070995977025272,0.254338277405367,-0.279139961745191,0.780137416432828,0.0976886067654761,#BEBEBEB2
Lrrc47,634.333235635915,-0.101098054409782,0.0800296631137082,-1.26325727831865,0.206496734138661,0.0829533000320893,#BEBEBEB2
Wrap73,400.180548825833,-0.0923201614958916,0.0973051666840471,-0.948769367978764,0.34273792454483,0.0893044802186782,#BEBEBEB2
Tprgl,5787.9043440741,-0.0186172879399058,0.0443530621720603,-0.419752031273132,0.674666610567744,0.0963183780891431,#BEBEBEB2
Arhgef16,50.5549206441863,0.331445423267741,0.265907949162763,1.24646677284876,0.212593080424415,0.0834691044169731,#BEBEBEB2
Acap3,1484.22172838073,0.0179633972537394,0.0703631722146022,0.255295443459435,0.798494918968202,0.0977839177698934,#BEBEBEB2
Cpsf3l,356.666206565481,-0.0102380071416896,0.0920593576172873,-0.111210933974267,0.911449081361741,0.0994097167573163,#BEBEBEB2
Atad3a,512.65622753197,-0.00178030092240589,0.0944931539737891,-0.018840528096879,0.984968322807187,0.0999146064048841,#BEBEBEB2
Ssu72,920.966889576255,0.0455202742135273,0.0700810933012419,0.649537158586546,0.51599123654457,0.0941861143015351,#BEBEBEB2
Pex10,208.29757827962,0.0737198775761731,0.143618536974405,0.513303359922898,0.607739134048008,0.095374490430184,#BEBEBEB2
Rer1,1427.35463518102,0.0045562849306455,0.0653765275392109,0.0696929785374846,0.944438030509616,0.0996246239020791,#BEBEBEB2
Morn1,71.697668172158,-0.379648118921648,0.194985043371473,-1.94706277136533,0.0515272095860149,0.0597968907869752,#BEBEBEB2
Ski,2551.8131015687,-0.0607586109886018,0.0559607948912911,-1.08573530999034,0.277596113965005,0.0872062163162308,#BEBEBEB2
Prkcz,2549.93878335924,-0.0814753803536495,0.0521042462482707,-1.56369943373576,0.117888170804422,0.0738971446748058,#BEBEBEB2
Gabrd,37.6774929134833,-0.349907556517922,0.380545203732949,-0.919490123868367,0.357839269017381,0.0901027075900605,#BEBEBEB2
Plch2,90.4599072617386,0.169387974890841,0.205442416918856,0.824503417703389,0.409653574650783,0.0917451322765925,#BEBEBEB2
Pank4,603.982640617439,-0.0783674718058597,0.0775959844279924,-1.00994236214096,0.312522905271094,0.0883509432533072,#BEBEBEB2
Fam213b,842.561316583062,0.162958927757486,0.0851373966319702,1.91406989412562,0.055611225671059,0.0617269364906039,#BEBEBEB2
Mib2,1286.7002267502,-0.0310539338201372,0.0617361501256061,-0.503010533649345,0.614956866263337,0.0955481334185828,#BEBEBEB2
Mmp23,45.4811644512408,-0.0701537295771213,0.283723972413665,-0.247260493994629,0.804706630880375,0.0979169329965523,#BEBEBEB2
Cdk11b,1301.44708601937,0.09797486398692,0.0614583717685537,1.59416628146095,0.110898796522853,0.0732138970188847,#BEBEBEB2
Nadk,1310.78892419857,-0.00228853265739562,0.0566955589608188,-0.0403652896160206,0.96780190255751,0.0998544443126033,#BEBEBEB2
Gnb1,16206.6513951851,-0.0188052622559934,0.0355253751267982,-0.529347323958526,0.596564532466847,0.0952623993701249,#BEBEBEB2
Mrpl20,696.046081792927,0.0709416127046471,0.0766039599849934,0.926082838518329,0.354402931833503,0.0899970962655693,#BEBEBEB2
Ccnl2,1036.33026801717,0.0972374173124438,0.106956228283674,0.909132818843861,0.363280020823916,0.0903184844813971,#BEBEBEB2
Mxra8,991.405310730081,-0.10682005881196,0.084686255655275,-1.26136240155408,0.207178308087136,0.0829816170945812,#BEBEBEB2
Dvl1,1917.30207669971,-0.0196882853557813,0.0561448036655743,-0.350669769424331,0.725836107574768,0.0969472350738904,#BEBEBEB2
Gltpd1,1288.48918385299,0.0809094822900889,0.0602844230202716,1.34212916432628,0.179554119132454,0.0807797631885448,#BEBEBEB2
Sdf4,7175.1692153269,-0.00245302843330823,0.0365493180234768,-0.0671155733119993,0.94648969613958,0.0996511679965863,#BEBEBEB2
Cd38,149.48510609699,0.368789946974267,0.152924085955203,2.41158836863866,0.0158832023137925,0.0399034054614523,#FF0000B2
Prom1,313.953305995971,-0.19134573069656,0.128778888502314,-1.48584704311314,0.137319583691488,0.0762548868821662,#BEBEBEB2
Kcnip4,1695.02827020551,0.0038052170629796,0.0622348431949183,0.061142872185951,0.951245425933489,0.0996880458439041,#BEBEBEB2
Pacrgl,191.401534368027,-0.121478766199232,0.129584636318181,-0.937447290440775,0.348528524935361,0.0897211464784978,#BEBEBEB2
Gpr125,816.984034562327,-0.14628670802566,0.0789451982083186,-1.85301590654877,0.0638800787802624,0.0640072341729169,#BEBEBEB2
Sorcs2,499.020829142413,0.162652894594463,0.0975105878518981,1.66805367681205,0.0953050717432349,0.0714413214771653,#BEBEBEB2
Afap1,587.61618206169,0.123717407122437,0.0915284382577172,1.35168270624355,0.176476839681912,0.0805398513327234,#BEBEBEB2
Ablim2,981.546714645949,-0.00680326752228149,0.0719405939247152,-0.0945678531567449,0.92465808483163,0.0994724126897204,#BEBEBEB2
Htra3,345.897581960179,0.0928980790632259,0.272220125697311,0.341260877847518,0.732907196950176,0.0970785844701682,#BEBEBEB2
Trmt44,115.625996848629,0.121596309673336,0.191117636751913,0.636238035065168,0.524621285908077,0.0943209820406987,#BEBEBEB2
Acox3,1251.98223756711,0.0551401699211502,0.0691660142405994,0.797214795829362,0.425326294448724,0.0920114378397531,#BEBEBEB2
Rgs12,405.837111716375,-0.292390186776908,0.111747041671601,-2.61653626264376,0.00888269286589586,0.0317519664611433,#00FF00B2
Lrpap1,4286.78322694026,-0.0421114132169366,0.0432979682364518,-0.972595595871027,0.330754332383375,0.0889131375700854,#BEBEBEB2
Htt,3336.82399741579,-0.0615123584251452,0.0494701171892313,-1.24342455446083,0.213711426626584,0.0835251503123537,#BEBEBEB2
Add1,8172.1481075608,-0.0192339234628296,0.0340141690587467,-0.565467979817771,0.571755497680622,0.095101537987771,#BEBEBEB2
Pcdh7,1532.1421677342,0.023431217315603,0.0777770353691184,0.301261383959955,0.763215184954962,0.0975947983071838,#BEBEBEB2
Rnf4,1552.7554209727,-0.0258286181794346,0.0500912633649082,-0.515631198823566,0.606112015778623,0.095374490430184,#BEBEBEB2
Nelfa,310.649452656973,-0.121691486429072,0.147872732177584,-0.822947440255111,0.410537883196177,0.0917560286377282,#BEBEBEB2
Man2b2,803.800375915263,0.0141356078068454,0.0829353242644844,0.170441340070805,0.864663063065922,0.0984628354307511,#BEBEBEB2
Ppp2r2c,7842.5710505626,-0.0685915596245509,0.0367634242278228,-1.86575546389502,0.0620755858892607,0.0632534421737757,#BEBEBEB2
Crmp1,2128.3837872666,0.00280782006212539,0.0837151324002677,0.033540173462312,0.973243830050532,0.0999024929120249,#BEBEBEB2
Evc,386.364266460284,-0.00471738464238506,0.133907680431358,-0.0352286338407842,0.971897429894005,0.0999024929120249,#BEBEBEB2
Stx18,635.378033577981,0.0477256874187901,0.0830760539662474,0.574481877030177,0.565641760883459,0.0949552187552649,#BEBEBEB2
Nsg1,2887.19005819629,0.102096577282488,0.0583005662738598,1.75121073100563,0.0799096176971599,0.0683607411718073,#BEBEBEB2
Zbtb49,117.019024500048,0.144413801842471,0.17056191812814,0.846694288076515,0.39716554329894,0.091178164117684,#BEBEBEB2
Rab28,724.439310351475,-0.00262701334422936,0.0772469688022868,-0.0340079796652369,0.972870787530465,0.0999024929120249,#BEBEBEB2
Rnf32,126.44640520951,-0.013455372133991,0.17950653076253,-0.0749575632531785,0.940248476476629,0.0995766185452171,#BEBEBEB2
